miscellany	yes	ita (vērō), sīc, maximē, certē, plānē, prōsus
miscellany	no	nōn, minimē, immō
miscellany	piece	pars, partis f.
miscellany	pain	dolor, dolōris m.
miscellany	injury	vulnus, vulneris n.
miscellany	hole	forāmen, forāminis n. 
miscellany	image	imāgō, imāginis f. 
miscellany	noun	nōmen, nominis n.
miscellany	verb	verbum temporāle, verbī temporālis n.
miscellany	adjective	adiectīvum, adiectīvī n.
directions	top	summus, summa, summum
directions	bottom	fundus, fundī m.
directions	side	latus, lateris n.
directions	front	frōns, frontis f.
directions	back	tergum, tergī n.
directions	outside	forīs (place), forās (direction)
directions	inside	intus
directions	up, upwards	sūrsum
directions	down	deorsum
directions	left	sinistrōrsum
directions	right	dextrōrsum
directions	straight	prōsus
directions	north	septentriōnes, septentriōnum m. pl.
directions	south	merīdiēs, merīdiēī m.
directions	east	oriēns, orientis m.
directions	west	occidēns, occidentis m.
seasons	summer	aestās, aestātis f.
seasons	spring	vēr, vēris n.
seasons	winter	hiems, hiemis f.
seasons	autumn (fall)	autumnus, autumnī m.
seasons	season	tempus, temporis n. 
numbers	0 (zero)	nihil
numbers	1 (one)	ūnus, ūna, ūnum
numbers	2 (two)	duo, duae, duo
numbers	3 (three)	trēs, tria 
numbers	4 (four)	quattuor
numbers	5 (five)	quīnque
numbers	6 (six)	sex
numbers	7 (seven)	septem
numbers	8 (eight)	octō
numbers	9 (nine)	novem
numbers	10 (ten)	decem
numbers	11 (eleven)	ūndecim
numbers	12 (twelve)	duodecim
numbers	13 (thirteen)	tredecim
numbers	14 (fourteen)	quattordecim
numbers	15 (fifteen)	quīndecim
numbers	16 (sixteen)	sēdecim
numbers	17 (seventeen)	septendecim
numbers	18 (eighteen)	duodēvīgintī
numbers	19 (nineteen)	ūndēvīgintī
numbers	20 (twenty)	vīgintī
numbers	21 (twenty-one)	vīgintī ūnus
numbers	22 (twenty-two)	vīgintī duo
numbers	30 (thirty)	trīgintā
numbers	31 (thirty-one)	trīgintā ūnus
numbers	40 (forty)	quadrāgintā
numbers	41 (forty-one)	quadrāgintā ūnus
numbers	50 (fifty)	quīnquāgintā
numbers	51 (fifty-one)	quīnquāgintā ūnus
numbers	60 (sixty)	sexāgintā
numbers	61 (sixty-one)	sexāgintā ūnus
numbers	70 (seventy)	septuāgintā
numbers	71 (seventy-one)	septuāgintā ūnus
numbers	80 (eighty)	octōgintā
numbers	81 (eighty-one)	octōgintā ūnus
numbers	90 (ninty)	nōnāgintā
numbers	91 (ninty-one)	nōnāgintā ūnus
numbers	99 (ninty-nine)	nōnāgintā novem
numbers	100 (one hundred)	centum
numbers	101 (one hundred and one)	centum et ūnus
numbers	102 (one hundred and two)	centum et duo
numbers	110 (one hundred and ten)	centum et decem
numbers	111 (one hundred and eleven)	centum et ūndecim
numbers	1000 (one thousand)	mīlle
numbers	1001 (one thousand and one)	mīlle et ūnus
numbers	10,000 (ten thousand)	decem mīlia
numbers	1,000,000 (one million)	deciēs centēna mīlia
numbers	first	prīmus, prīma, prīmum
numbers	second	secundus, secunda, secundum
numbers	third	tertius, tertia, tertium
numbers	fourth	quārtus, quārta, quārtum
numbers	fifth	quīntus, quīnta, quīntum
numbers	number	numerus, numerī m.
days of the week	Monday	diēs Lūnae
days of the week	Tuesday	diēs Mārtis
days of the week	Wednesday	diēs Mercuriī
days of the week	Thursday	diēs Iovis
days of the week	Friday	diēs Veneris
days of the week	Saturday	diēs Sāturnī
days of the week	Sunday	diēs Sōlis, diēs Dominī
days of the week	week	hebdomas, hebdomadis f.
time	one o'clock (1:00)	prīma hōra
time	quarter-past two (2:15)	secunda hōra cum quadrante
time	half-past three (3:30)	tertia hōra sēmis
time	quarter-to four (3:45)	tertia hōra cum dōdrante
verbs	work	labōrō, labōrāre, laborāvi, laborātum
verbs	play	lūdō, lūdere, lūsī, lūsum
verbs	walk	ambulō, ambulāre, ambulāvi, ambulātum
verbs	run	currō, currere, cucurrī, cursum
verbs	drive	agō, agere, ēgī, āctum
verbs	fly	volō, volāre, volāvi, volātum
verbs	swim	natō, natāre, natāvi, natātum
verbs	go	eō, īre, īvī/iī, itum 
verbs	stop	sistō, sistere, stitī/stetī, statum
verbs	follow	sequor, sequī, secūtum
verbs	think	putō, putāre, putāvi, putātum
verbs	speak	loquor, loquī,  locūtum
verbs	eat	edō, edere, ēdī, ēsum
verbs	drink	bibō, bibere, bibī (bibitum)
verbs	kill	occīdō, occīdere, occīdī, occīsum
verbs	die	morior, morī, mortuum
verbs	smile	rīdeō, rīdēre, rīsī, rīsum
verbs	laugh	rīdeō, rīdēre, rīsī, rīsum
verbs	cry	lacrimō, lacrimāre, lacrimāvi, lacrimātum
verbs	buy	emō, emere, ēmī, ēmptum
verbs	pay	solvō, solvere,  solvī, solūtum
verbs	sell	vendō, vendere, vendidī, venditum
verbs	learn	discō, discere, didicī
verbs	jump	saliō, salīre, saluī/saliī
verbs	smell	olfaciō, olfacere, olfēcī, olfactum
verbs	hear	audiō, audīre, audīvī/audiī, audītum
verbs	listen	auscultō, auscultāre, auscultāvi, auscultātum
verbs	taste	gustō, gustāre, gustāvi, gustātum
verbs	touch	tangō, tangere, tetigī, tāctum
verbs	see	videō, vidēre, vīdī, vīsum
verbs	watch	spectō, spectāre, spectāvi, spectātum
verbs	kiss	ōsculor, ōsculārī, ōsculātum
verbs	burn	ārdeō, ārdēre, ārsī, ārsūrus
verbs	melt	liquefaciō, liquefacere, liquefēcī, liquefactum
verbs	dig	fodiō, fodere, fōdī, fossum
verbs	explode	displōdō, displōdere, displōsī, displōsum
verbs	sit	sedeō, sedēre, sēdī, sessum
verbs	stand	stō, stāre, stetī, statum
verbs	love	amō, amāre, amāvi, amātum
verbs	pass by	circumeō, circumīre, circumīvī, circuitum
verbs	cut	caedō, caedere, cecīdī, caesum
verbs	fight	pugnō, pugnāre, pugnāvi, pugnātum
verbs	lie down	iaceō, iacēre, iacuī, iacitum
verbs	dance	saltō, saltāre, saltāvi, saltātum
verbs	sleep	dormiō, dormīre, dormīvi/dormii, dormītum
verbs	wake up	expergīscor, expergīscī, experrēctum
verbs	sing	canō, canere, cecinī, cantātum
verbs	count	numerō, numerāre, numerāvi, numerātum
verbs	marry	in mātrimōnium dūcō, dūcere, dūxī, ductum
verbs	pray	precor, precārī, precātum
verbs	win	vincō, vincere, vīcī, victum
verbs	mix, stir	misceō, miscēre, miscuī, mixtum
verbs	bend	flectō, flectere, flexī, flexum
verbs	wash	lavō, lavāre, lāvī, lautum/lōtum/lavātum
verbs	cook	coquō, coquere, coxī, coctum
verbs	open	aperiō, aperīre, aperuī, apertum
verbs	close	claudō, claudere, clausī, clausum
verbs	write	scrībō, scrībere, scrīpsī, scrīptum
verbs	call	vocō, vocāre, vocāvi, vocātum
verbs	turn	vertō, vertere, vertī, versum
verbs	build	aedificō, aedificāre, aedificāvi, aedificātum
verbs	teach	doceō, docēre, docuī, doctum
verbs	grow	crēscō, crēscere, crēvī, crētum
verbs	draw	trahō, trahere, trāxī, tractum
verbs	feed	pāscō, pāscere, pāvī, pāstum
verbs	catch	capiō, capere, cēpī, captum
verbs	throw	iaciō, iacere, iēcī, iactum 
verbs	clean	mundō, mundāre, mundāvi, mundātum
verbs	find	inveniō, invenīre, invēnī, inventum
verbs	fall	cadō, cadere, cecidī, cāsum
verbs	push	impellō, impellere, impulī, impulsum
verbs	carry	portō, portāre, portāvi, portātum
verbs	break	frangō, frangere, frēgī, frāctum
verbs	wear	gerō, gerere, gessī, gestum
verbs	hang	pendō, pendere, pependī, pēnsum
verbs	shake	quatiō, quatere, –, quassum
verbs	beat	pulsō, pulsāre, pulsāvi, pulsātum
verbs	lift	tollō, tollere, sustulī, sublātum
adjectives	long (in length)	longus, longa, longum
adjectives	short (in length)	brevis, breve
adjectives	tall (in height)	altus, alta, altum
adjectives	short (in height)	brevis, breve
adjectives	wide	lātus, lāta, lātum
adjectives	narrow	angustus, angusta, angustum
adjectives	big, large	magnus, magna, magnum (maior, maius; maximus, maxima, maximum)
adjectives	small, little	parvus, parva, parvum (minor, minus; minimus, minima, minimum)
adjectives	slow	tardus, tarda, tardum
adjectives	fast	vēlōx, vēlōcis (m.,f.,n.)
adjectives	hot	calidus, calida, calidum
adjectives	cold	frīgidus, frīgida, frīgidum
adjectives	warm	tepidus, tepida, tepidum
adjectives	new	novus, nova, novum
adjectives	good	bonus, bona, bonum (melior, melius; optimus, optima, optimum)
adjectives	bad	malus, mala, malum (peior, peius; pessimus, pessima, pessimum)
adjectives	wet	ūmidus, ūmida, ūmidum
adjectives	dry	siccus, sicca, siccum
adjectives	sick	aeger, aegra, aegrum
adjectives	healthy	sānus, sāna, sānum
adjectives	loud	clārus, clāra, clārum
adjectives	quiet	silēns, silentis (m.,f.,n.)
adjectives	happy	laetus, laeta, laetum
adjectives	sad	trīstis, trīste
adjectives	beautiful	pulcher, pulchra, pulchrum
adjectives	ugly	dēfōrmis, dēfōrme
adjectives	deaf	surdus, surda, surdum
adjectives	blind	caecus, caeca, caecum
adjectives	nice	benignus, benigna, benignum
adjectives	mean	inhūmānus, inhūmāna, inhūmānum
adjectives	rich	dīves, dīvitis (m.,f., n.)
adjectives	poor	pauper, pauperis (m.,f., n.)
adjectives	thick	crassus, crassa, crassum
adjectives	thin	tenuis, tenue
adjectives	expensive	cārus, cāra, cārum
adjectives	cheap	vīlis, vīle
adjectives	flat	aequus, aequa, aequm
adjectives	curved	curvus, curva, curvum
adjectives	male	mās, maris (m.,f.,n.)
adjectives	female	muliebris, muliebre
adjectives	tight	strictus, stricta, strictum
adjectives	loose	laxus, laxa, laxum
adjectives	high	altus, alta, altum
adjectives	low	humilis, humile
adjectives	soft	mollis, molle
adjectives	hard	dūrus, dūra, dūrum
adjectives	deep	altus, alta, altum
adjectives	shallow	vadōsus, vadōsa, vadōsum
adjectives	clean	mundus, munda, mundum
adjectives	dirty	sordidus, sordida, sordidum
adjectives	strong	fortis, forte
adjectives	weak	īnfirmus, īnfirma, īnfirmum
adjectives	dead	mortuus, mortua, mortuum
adjectives	alive	vīvus, vīva, vīvum
adjectives	heavy	gravis, grave
adjectives	light (opp. dark)	illūstris, illūstre
adjectives	dark	obscūrus, obscūra, obscūrum
adjectives	light (opp. heavy)	levis, leve
adjectives	famous	nōtus, nōta, nōtum
